frame,timestamp,confidence,success,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
127,5.08,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,5.12,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,5.16,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,5.2,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,5.24,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,5.28,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,5.32,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,5.36,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,5.4,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,5.44,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,5.48,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,5.52,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,5.56,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,5.6,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,5.64,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,5.68,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,5.72,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,5.76,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,5.8,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,5.84,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,5.88,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,5.92,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,5.96,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,6.0,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,6.04,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,6.08,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,6.12,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,6.16,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,6.2,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,6.24,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,6.28,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,6.32,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,6.36,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,6.4,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,6.44,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,6.48,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,6.52,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,6.56,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,6.6,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,6.64,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,6.68,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,6.72,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,6.76,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,6.8,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,6.84,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,6.88,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,6.92,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,6.96,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,7.0,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,7.04,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,7.08,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,7.12,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,7.16,0.0,0,0.538,0.454,-0.354,0.408,0.069,0.0,0.0,0.0,0.044,0.028000000000000004,0.022,0.0,0.036,0.018,0.0,0.0,0.0,0.041999999999999996,0.028000000000000004,0.16,0.008,0.0
180,7.2,0.03,1,0.06,0.014,-0.133,0.025,-0.015,0.0,0.0,0.0,0.044,0.028000000000000004,0.022,0.0,0.036,0.018,0.0,0.0,0.0,0.041999999999999996,0.028000000000000004,0.16,0.008,0.0
181,7.24,0.03,0,0.02,0.518,-0.135,0.02,-0.003,0.0,0.0,0.0,0.044,0.028000000000000004,0.022,0.0,0.036,0.018,0.0,0.0,0.0,0.041999999999999996,0.028000000000000004,0.16,0.008,0.0
182,7.28,0.03,0,0.02,-0.081,-0.142,0.021,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,7.32,0.03,0,0.015,0.775,-0.156,0.011,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,7.36,0.03,0,0.027,-0.146,-0.159,0.01,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,7.4,0.03,0,-0.074,0.694,-0.171,0.002,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,7.44,0.03,0,0.035,-0.179,-0.174,0.004,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,7.48,0.03,0,-0.012,0.392,-0.181,-0.007,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,7.52,0.03,0,0.005,-0.152,-0.175,0.007,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,7.56,0.03,0,-0.026,0.342,-0.18,0.015,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,7.6,0.03,0,0.0,0.054,-0.18,0.046,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,7.64,0.03,0,-0.02,0.422,-0.189,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,7.68,0.03,0,-0.026,0.086,-0.217,0.018,-0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,7.72,0.03,0,-0.033,0.256,-0.202,0.029,-0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,7.76,0.03,0,-0.029,0.097,-0.201,0.033,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,7.8,0.03,0,-0.033,0.132,-0.208,0.035,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,7.84,0.03,0,-0.033,0.071,-0.203,0.03,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,7.88,0.03,0,-0.009,0.071,-0.209,0.032,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,7.92,0.03,0,-0.014,0.064,-0.214,0.03,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,7.96,0.03,0,-0.003,0.078,-0.205,0.032,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,8.0,0.03,0,0.002,0.052,-0.209,0.025,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,8.04,0.03,0,0.011,0.098,-0.196,0.031,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,8.08,0.03,0,0.017,0.071,-0.199,0.025,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,8.12,0.03,0,0.023,0.078,-0.203,0.026,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,8.16,0.03,0,0.026,0.077,-0.197,0.024,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,8.2,0.03,0,0.015,0.069,-0.191,0.024,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,8.24,0.73,0,0.018,0.074,-0.177,0.015,0.018,0.0,0.0,0.002,0.0,0.012,0.08399999999999999,0.041999999999999996,0.012,0.0,0.0,0.0,0.0,0.034,0.028000000000000004,0.09,0.05600000000000001,0.0
207,8.28,0.82,1,0.016,0.053,-0.195,0.013,0.012,0.0,0.0,0.034,0.0,0.028000000000000004,0.174,0.074,0.012,0.0,0.0,0.0,0.012,0.062,0.08,0.174,0.088,0.0
208,8.32,0.88,1,0.011,0.047,-0.218,0.013,0.01,0.0,0.0,0.06999999999999999,0.0,0.044,0.27599999999999997,0.11000000000000001,0.02,0.0,0.0,0.0,0.03,0.08199999999999999,0.126,0.26,0.128,0.0
209,8.36,0.88,1,-0.0,0.036,-0.236,0.016,0.015,0.0,0.0,0.088,0.006,0.044,0.27799999999999997,0.1,0.014000000000000002,0.0,0.0,0.0,0.03,0.05,0.142,0.248,0.086,0.0
210,8.4,0.88,1,0.002,0.017,-0.255,0.019,0.016,0.0,0.0,0.066,0.022,0.034,0.26,0.08199999999999999,0.026000000000000002,0.0,0.0,0.0,0.018,0.022,0.132,0.25,0.092,0.0
211,8.44,0.88,1,0.006,-0.009,-0.269,0.015,0.012,0.0,0.0,0.028000000000000004,0.046,0.026000000000000002,0.23199999999999998,0.064,0.048,0.0,0.0,0.0,0.0,0.0,0.13,0.25,0.078,0.0
212,8.48,0.93,1,0.014,-0.026,-0.276,0.015,0.007,0.0,0.0,0.008,0.06,0.03,0.246,0.04,0.074,0.0,0.0,0.0,0.0,0.0,0.12,0.262,0.098,0.0
213,8.52,0.93,1,0.021,-0.033,-0.28,0.017,0.005,0.0,0.0,0.0,0.054000000000000006,0.041999999999999996,0.242,0.03,0.11000000000000001,0.0,0.0,0.0,0.0,0.008,0.08199999999999999,0.272,0.08,0.0
214,8.56,0.93,1,0.013,-0.032,-0.27,0.009,0.011,0.0,0.0,0.01,0.032,0.06,0.252,0.032,0.134,0.0,0.0,0.0,0.0,0.008,0.038,0.29,0.076,0.0
215,8.6,0.93,1,0.01,-0.032,-0.271,0.014,0.009,0.0,0.0,0.022,0.012,0.072,0.242,0.036,0.158,0.008,0.0,0.0,0.0,0.008,0.008,0.29,0.062,0.0
216,8.64,0.98,1,0.017,-0.036,-0.274,0.014,0.008,0.0,0.0,0.022,0.0,0.08,0.27,0.038,0.16999999999999998,0.018,0.0,0.0,0.0,0.0,0.018,0.27,0.041999999999999996,0.0
217,8.68,0.98,1,0.029,-0.03,-0.266,0.014,0.003,0.0,0.0,0.012,0.0,0.08199999999999999,0.304,0.03,0.174,0.022,0.0,0.0,0.012,0.0,0.034,0.23399999999999999,0.041999999999999996,0.0
218,8.72,0.98,1,0.044,-0.032,-0.256,0.014,0.002,0.0,0.0,0.0,0.01,0.06999999999999999,0.322,0.022,0.182,0.016,0.0,0.0,0.038,0.0,0.05,0.194,0.038,0.0
219,8.76,0.98,1,0.015,-0.028,-0.264,0.021,0.003,0.0,0.0,0.0,0.012,0.064,0.348,0.02,0.2,0.014000000000000002,0.0,0.006,0.066,0.0,0.05600000000000001,0.18,0.066,0.0
220,8.8,0.98,1,0.019,-0.022,-0.269,0.019,0.009,0.0,0.0,0.0,0.012,0.054000000000000006,0.35,0.018,0.22599999999999998,0.01,0.0,0.006,0.098,0.0,0.06,0.13799999999999998,0.054000000000000006,0.0
221,8.84,0.98,1,0.032,-0.025,-0.27,0.013,0.01,0.0,0.0,0.0,0.002,0.064,0.362,0.02,0.24,0.01,0.0,0.008,0.132,0.0,0.066,0.10400000000000001,0.046,0.0
222,8.88,0.98,1,0.024,-0.022,-0.265,0.009,0.011,0.0,0.0,0.0,0.0,0.062,0.37,0.026000000000000002,0.21800000000000003,0.002,0.0,0.022,0.16,0.0,0.057999999999999996,0.05600000000000001,0.016,0.0
223,8.92,0.98,1,0.012,-0.038,-0.274,0.01,0.014,0.0,0.0,0.0,0.0,0.06999999999999999,0.394,0.024,0.20400000000000001,0.002,0.0,0.032,0.182,0.0,0.048,0.062,0.022,0.0
224,8.96,0.98,1,0.001,-0.036,-0.282,0.014,0.017,0.0,0.0,0.004,0.0,0.068,0.42400000000000004,0.028000000000000004,0.21200000000000002,0.0,0.0,0.032,0.176,0.0,0.032,0.066,0.014000000000000002,0.0
225,9.0,0.98,1,0.003,-0.032,-0.281,0.017,0.016,0.0,0.0,0.004,0.0,0.078,0.43600000000000005,0.03,0.244,0.0,0.0,0.014000000000000002,0.182,0.0,0.022,0.072,0.014000000000000002,0.004
226,9.04,0.98,1,0.005,-0.027,-0.279,0.014,0.014,0.0,0.0,0.02,0.0,0.072,0.44400000000000006,0.048,0.244,0.0,0.0,0.006,0.162,0.0,0.012,0.05,0.002,0.008
227,9.08,0.98,1,0.008,-0.021,-0.275,0.016,0.014,0.0,0.0,0.034,0.0,0.06999999999999999,0.45999999999999996,0.052000000000000005,0.22799999999999998,0.0,0.0,0.004,0.152,0.0,0.006,0.05,0.0,0.026000000000000002
228,9.12,0.98,1,0.015,-0.025,-0.274,0.017,0.016,0.0,0.0,0.041999999999999996,0.0,0.064,0.488,0.057999999999999996,0.21200000000000002,0.0,0.0,0.01,0.136,0.0,0.0,0.048,0.0,0.032
229,9.16,0.98,1,0.015,-0.026,-0.276,0.015,0.016,0.0,0.0,0.028000000000000004,0.0,0.064,0.502,0.046,0.21800000000000003,0.0,0.0,0.01,0.136,0.0,0.0,0.05,0.0,0.034
230,9.2,0.98,1,0.008,-0.029,-0.282,0.013,0.017,0.0,0.0,0.026000000000000002,0.0,0.068,0.526,0.04,0.21400000000000002,0.0,0.0,0.01,0.136,0.004,0.0,0.044,0.014000000000000002,0.028000000000000004
231,9.24,0.98,1,0.003,-0.039,-0.288,0.011,0.018,0.0,0.0,0.03,0.0,0.068,0.53,0.034,0.21400000000000002,0.0,0.0,0.004,0.13999999999999999,0.004,0.0,0.034,0.026000000000000002,0.034
232,9.28,0.98,1,-0.0,-0.035,-0.283,0.011,0.017,0.0,0.0,0.041999999999999996,0.0,0.072,0.524,0.024,0.2,0.0,0.0,0.014000000000000002,0.146,0.006,0.0,0.028000000000000004,0.032,0.028000000000000004
233,9.32,0.98,1,0.02,-0.02,-0.27,0.008,0.015,0.0,0.0,0.04,0.0,0.076,0.504,0.018,0.20400000000000001,0.0,0.0,0.014000000000000002,0.16,0.014000000000000002,0.0,0.03,0.03,0.024
234,9.36,0.98,1,0.021,-0.018,-0.27,0.006,0.011,0.0,0.0,0.038,0.0,0.078,0.48200000000000004,0.018,0.21000000000000002,0.0,0.0,0.018,0.176,0.018,0.002,0.028000000000000004,0.046,0.014000000000000002
235,9.4,0.98,1,0.017,-0.021,-0.28,0.006,0.012,0.0,0.0,0.04,0.0,0.088,0.462,0.024,0.22200000000000003,0.0,0.0,0.008,0.184,0.016,0.01,0.032,0.074,0.016
236,9.44,0.98,1,0.019,-0.013,-0.279,0.004,0.013,0.0,0.0,0.04,0.0,0.086,0.45599999999999996,0.028000000000000004,0.22999999999999998,0.0,0.0,0.008,0.182,0.01,0.016,0.018,0.096,0.018
